id_vente;nombre;poids;CA;nom;mois;nom_site
214542;49805;1040;201616;Malabar;nov-03;Roubaix_H
214543;49928;947;201726;Langue de chat;nov-08;Neuilly_Sup
214544;50109;877;202548;Guimauve;déc-08;Roubaix_H
214545;50019;1003;202123;Guimauve;déc-08;La_pause_bonbon
214546;50060;1016;202615;Carambar;janv-04;Roubaix_E
214547;50124;965;202512;Fraise tagada;janv-04;Roubaix_E
214548;50093;961;202109;Malabar;nov-03;Roubaix_E
214549;50075;954;202031;Malabar;nov-03;Neuilly_Sup
214550;50074;1006;202721;Krema;avr-00;Roubaix_H
214551;50033;1030;203706;Krema;juin-03;Cassis_H
214552;49909;1029;203355;Krema;juin-06;Cassis_H
214553;50048;1116;202180;Dragibus;janv-04;Roubaix_E
214554;49891;1052;202125;Carambar;janv-07;Neuilly_Sup
214555;49946;1037;203104;Krema;juin-12;Cassis_H
214556;50014;1016;203077;Dragibus;janv-07;Neuilly_Sup
214557;49833;1038;202757;Guimauve;janv-11;Bubble_bonbon
214558;50010;1097;202982;Malabar;janv-04;Cassis_H
214559;49896;987;202756;Krema;juin-13;Cassis_H
214560;50065;948;202433;Carambar;juin-06;Neuilly_Sup
214561;50007;1036;202352;Malabar;janv-04;Roubaix_H
214562;50070;1034;201975;Guimauve;déc-08;Neuilly_Sup
214563;49986;974;201853;Dragibus;janv-11;Bubble_bonbon
214564;49930;940;201282;Arlequin;janv-11;Bubble_bonbon
214565;49862;1107;202533;Guimauve;déc-08;Neuilly_Sup
214566;49887;1010;201406;Dragibus;juin-06;Neuilly_Sup
214567;49935;940;202368;Krema;juin-06;Neuilly_Sup
214568;49876;949;203325;Carambar;juin-05;Neuilly_Sup
214569;50017;1006;203097;Guimauve;déc-08;Royal_bonbon
214570;49896;1030;202683;Langue de chat;janv-13;Bonbons_bordeaux
214571;49925;953;203504;Malabar;janv-04;La_pause_bonbon
214572;49961;988;201385;Malabar;janv-04;Roubaix_E
214573;49857;1098;202377;Dragibus;juin-05;Neuilly_Sup
214574;49951;970;201499;Carambar;juin-02;Roubaix_E
214575;49865;982;201376;Guimauve;janv-11;Bonbons_bordeaux
214576;50044;971;202044;Dragibus;janv-11;Bonbons_bordeaux
214577;50247;930;202612;Arlequin;janv-11;Bonbons_bordeaux
214578;49914;896;201127;Malabar;févr-04;Bron_H
214579;50201;1009;203326;Malabar;févr-04;Roubaix_H
214580;49987;929;201731;Dragibus;juin-02;Roubaix_E
214581;50171;1025;202395;Krema;avr-00;La_pause_bonbon
214582;49892;1011;201915;Malabar;févr-04;Roubaix_E
214583;49967;1066;202706;Langue de chat;janv-14;Bonbons_bordeaux
214584;50202;988;202068;Malabar;mars-04;Bron_H
214585;49839;947;201635;Krema;juin-03;Roubaix_H
214586;50087;991;203368;Krema;juin-06;Roubaix_H
214587;49753;1035;202078;Malabar;mars-04;Cassis_H
214588;50098;964;201878;Malabar;mars-04;Roubaix_H
214589;49877;967;201943;Malabar;mars-04;La_pause_bonbon
214590;50026;1119;201828;Malabar;mars-04;Bron_E
214591;50016;977;201441;Krema;juin-12;Roubaix_H
214592;50136;1030;203221;Krema;juin-13;Roubaix_H
214593;50044;1003;201699;Malabar;mars-04;Roubaix_E
214594;49962;1062;202450;Dragibus;janv-02;Bron_E
214595;50189;912;202200;Malabar;avr-04;Bastille_E
214596;50036;976;202096;Carambar;avr-01;Bron_E
214597;50004;1028;202245;Malabar;avr-04;Bron_H
214598;50055;919;202237;Dragibus;avr-01;Bron_E
214599;50071;1063;202543;Carambar;avr-00;Bron_E
214600;50055;1017;201750;Malabar;avr-04;Cassis_H
214601;50199;1049;202532;Malabar;avr-04;Roubaix_H
214602;49975;984;202702;Dragibus;avr-00;Bron_E
214603;50117;1012;200975;Malabar;avr-04;La_pause_bonbon
214604;49823;951;203294;Krema;avr-00;Bron_E
214605;49975;1062;201879;Carambar;avr-01;Roubaix_E
214606;50098;1014;201322;Carambar;janv-03;Roubaix_E
214607;50112;1008;201576;Malabar;avr-04;Bron_E
214608;49937;988;202450;Malabar;avr-04;Roubaix_E
214609;49980;1075;202431;Guimauve;juin-12;Bubble_bonbon
214610;49963;890;202559;Dragibus;juin-12;Bubble_bonbon
214611;49895;995;202778;Malabar;mai-04;Bron_H
214612;49999;993;202376;Dragibus;janv-03;Roubaix_E
214613;50027;936;202810;Carambar;janv-02;Roubaix_E
214614;50042;1028;201148;Malabar;mai-04;Cassis_H
214615;50007;1033;202188;Malabar;mai-04;Roubaix_H
214616;50001;923;201982;Arlequin;juin-12;Bubble_bonbon
214617;50050;972;202195;Krema;juin-12;Bubble_bonbon
214618;50060;921;202605;Malabar;mai-04;La_pause_bonbon
214619;49792;951;202181;Malabar;mai-04;Roubaix_E
214620;49888;1002;203194;Dragibus;janv-02;Roubaix_E
214621;49974;1078;202215;Krema;juin-03;La_pause_bonbon
214622;50058;971;203824;Krema;juin-06;La_pause_bonbon
214623;49797;1040;201930;Malabar;juin-04;Bron_H
214624;50307;997;202325;Malabar;juin-04;Roubaix_H
214625;49992;1083;202675;Guimauve;janv-12;Bubble_bonbon
214626;49946;1042;203060;Malabar;juin-04;Roubaix_E
214627;50027;1012;202312;Guimauve;janv-09;La_pause_bonbon
214628;49943;920;200823;Krema;juin-12;La_pause_bonbon
214629;49855;1045;203538;Krema;juin-13;La_pause_bonbon
214630;50086;899;202959;Dragibus;janv-12;Bubble_bonbon
214631;49892;1015;202430;Arlequin;janv-12;Bubble_bonbon
214632;50042;972;202145;Guimauve;janv-13;Bubble_bonbon
214633;49959;967;202153;Malabar;juil-04;Bron_H
214634;49857;1022;202318;Guimauve;juin-12;Bonbons_bordeaux
214635;50022;1004;202601;Dragibus;juin-12;Bonbons_bordeaux
214636;49897;1043;201643;Arlequin;juin-12;Bonbons_bordeaux
214637;49856;961;202846;Malabar;juil-04;Roubaix_E
214638;49923;1061;201960;Dragibus;janv-13;Bubble_bonbon
214639;50265;938;202951;Arlequin;janv-13;Bubble_bonbon
214640;49949;930;202030;Guimauve;janv-12;Bonbons_bordeaux
214641;50083;1028;201254;Malabar;août-04;Cassis_H
214642;49968;1056;201785;Malabar;août-04;Roubaix_H
214643;50158;1008;202752;Krema;juin-12;Bonbons_bordeaux
214644;49901;931;201902;Malabar;août-04;La_pause_bonbon
214645;49936;1001;202440;Malabar;août-04;Roubaix_E
214646;49931;1072;201655;Dragibus;janv-12;Bonbons_bordeaux
214647;49970;1002;202486;Arlequin;janv-12;Bonbons_bordeaux
214648;49880;942;202294;Langue de chat;juin-03;Bron_H
214649;49965;1087;201757;Guimauve;janv-13;Bonbons_bordeaux
214650;49839;934;201530;Dragibus;janv-13;Bonbons_bordeaux
214651;49824;1120;201847;Arlequin;janv-13;Bonbons_bordeaux
214652;49927;956;202940;Langue de chat;juin-11;Bron_H
214653;50054;1148;202217;Langue de chat;janv-03;Bron_H
214654;49996;982;201734;Langue de chat;janv-05;Bron_H
214655;49837;991;201490;Langue de chat;janv-06;Bron_H
214656;50151;1064;202715;Arlequin;janv-09;Roubaix_H
214657;50115;889;202304;Carambar;janv-09;Neuilly_Sup
214658;50063;1055;201033;Langue de chat;juin-13;Bron_H
214659;49935;970;202378;Dragibus;avr-01;Roubaix_E
214660;50072;997;201764;Carambar;avr-00;Roubaix_E
214661;50060;951;201326;Malabar;août-04;Neuilly_Sup
214662;50042;924;200968;Dragibus;janv-09;Neuilly_Sup
214663;50141;1032;202328;Langue de chat;janv-07;Bron_H
214664;49860;948;202069;Guimauve;janv-09;Royal_bonbon
214665;49956;1025;201835;Dragibus;janv-09;Royal_bonbon
214666;50096;1035;202789;Dragibus;avr-00;Roubaix_E
214667;50097;1078;201669;Langue de chat;juin-14;Bron_H
214668;49911;1011;201399;Langue de chat;janv-13;Bron_H
214669;50006;885;202546;Krema;avr-00;Roubaix_E
214670;50080;964;203479;Carambar;avr-01;Neuilly_Sup
214671;49957;1101;202805;Malabar;sept-04;Bron_H
214672;49933;988;202710;Malabar;sept-04;Cassis_H
214673;49970;990;203306;Dragibus;avr-01;Neuilly_Sup
214674;50113;919;201572;Carambar;avr-00;Neuilly_Sup
214675;49996;1023;201990;Malabar;sept-04;Roubaix_H
214676;49971;1005;201553;Malabar;sept-04;La_pause_bonbon
214677;50041;1053;201393;Dragibus;avr-00;Neuilly_Sup
214678;50074;988;202570;Krema;avr-00;Neuilly_Sup
214679;49913;1010;201237;Malabar;sept-04;Roubaix_E
214680;50053;900;201716;Malabar;sept-04;Neuilly_Sup
214681;50019;1046;202113;Langue de chat;juin-11;Bubble_bonbon
214682;50102;882;202873;Langue de chat;juin-12;Bubble_bonbon
214683;49851;942;201259;Langue de chat;juin-13;Bubble_bonbon
214684;49851;1104;202581;Malabar;oct-04;Bron_H
214685;50185;980;202216;Langue de chat;janv-11;Bubble_bonbon
214686;50001;1058;201758;Langue de chat;janv-12;Bubble_bonbon
214687;49791;1015;202782;Malabar;oct-04;Cassis_H
214688;50016;1043;201721;Langue de chat;juin-14;Bubble_bonbon
214689;50035;1023;202563;Langue de chat;juin-07;Cassis_E
214690;50080;1040;201902;Malabar;oct-04;Roubaix_H
214691;50012;1023;202262;Malabar;oct-04;La_pause_bonbon
214692;50033;983;201465;Arlequin;janv-09;Royal_bonbon
214693;50107;1050;203075;Langue de chat;juin-12;Cassis_E
214694;50058;1031;202407;Langue de chat;juin-13;Cassis_E
214695;49943;1004;202450;Langue de chat;juin-02;Cassis_H
214696;50095;957;201559;Langue de chat;juin-03;Cassis_H
214697;49987;1037;202925;Langue de chat;juin-04;Cassis_H
214698;50010;949;202112;Langue de chat;juin-06;Cassis_H
214699;49951;891;201484;Arlequin;janv-09;La_pause_bonbon
214700;50065;1069;202184;Carambar;mai-12;Neuilly_Sup
214701;50128;1008;202357;Malabar;oct-04;Bron_E
214702;49970;1038;202394;Dragibus;mai-12;Neuilly_Sup
214703;50102;970;202073;Guimauve;mai-12;Royal_bonbon
214704;49880;1044;202875;Dragibus;mai-12;Royal_bonbon
214705;49837;1049;203377;Arlequin;mai-12;Royal_bonbon
214706;49994;991;202384;Carambar;avr-12;Neuilly_Sup
214707;50157;944;203126;Malabar;oct-04;Roubaix_E
214708;50003;1052;201844;Dragibus;avr-12;Neuilly_Sup
214709;50043;1021;201721;Guimauve;avr-12;Royal_bonbon
214710;49946;1016;201680;Dragibus;avr-12;Royal_bonbon
214711;50073;1043;202240;Arlequin;avr-12;Royal_bonbon
214712;49808;966;202105;Langue de chat;janv-13;Bubble_bonbon
214713;50075;1027;202217;Langue de chat;janv-14;Bubble_bonbon
214714;50077;1001;202386;Langue de chat;janv-07;Cassis_E
214715;50121;1019;202116;Guimauve;janv-09;Bonbons_bordeaux
214716;50109;955;202670;Arlequin;nov-11;Bron_H
214717;50208;1094;201956;Arlequin;nov-12;Bron_H
214718;49894;988;203646;Arlequin;nov-13;Bron_H
214719;49899;999;201238;Arlequin;nov-14;Bron_H
214720;50066;1022;202155;Carambar;mai-00;Bron_H
214721;49988;1030;201746;Carambar;oct-11;Neuilly_Sup
214722;50029;1024;202092;Fraise tagada;oct-11;Neuilly_Sup
214723;49805;905;201000;Dragibus;oct-11;Neuilly_Sup
214724;49900;942;203306;Fraise tagada;oct-11;Royal_bonbon
214725;50138;1031;200828;Guimauve;oct-11;Royal_bonbon
214726;49853;994;203182;Dragibus;oct-11;Royal_bonbon
214727;50124;961;200685;Arlequin;oct-11;Royal_bonbon
214728;50018;1005;201518;Réglis;oct-02;Cassis_H
214729;50008;919;201957;Carambar;sept-11;Neuilly_Sup
214730;50005;828;201600;Fraise tagada;sept-11;Royal_bonbon
214731;49816;1024;203284;Guimauve;sept-11;Royal_bonbon
214732;49948;994;201486;Dragibus;sept-11;Royal_bonbon
214733;49915;1060;202210;Arlequin;sept-11;Royal_bonbon
214734;50032;1026;202568;Dragibus;janv-09;Bonbons_bordeaux
214735;49957;976;200940;Langue de chat;juin-13;Cassis_H
214736;50092;1003;202855;Langue de chat;juin-14;Cassis_H
214737;50041;964;202591;Langue de chat;juin-03;La_pause_bonbon
214738;50066;909;202340;Langue de chat;juin-05;La_pause_bonbon
214739;50079;948;202610;Langue de chat;juin-06;La_pause_bonbon
214740;49;10;201;Langue de chat;juin-07;La_pause_bonbon
214741;50098;999;202985;Carambar;mai-01;Bron_H
214742;49864;949;200992;Carambar;mai-00;Cassis_H
214743;50084;953;203412;Carambar;mai-01;Cassis_H
214744;50054;1007;201814;Carambar;mai-00;Roubaix_H
214745;50239;1108;202525;Malabar;nov-04;Bron_H
214746;49775;943;201990;Carambar;mai-01;Roubaix_H
214747;49913;1003;202129;Guimauve;mai-00;La_pause_bonbon
214748;50078;967;202316;Guimauve;mai-01;La_pause_bonbon
214749;50210;1110;201872;Malabar;nov-04;Roubaix_H
214750;50064;991;201748;Malabar;nov-04;Roubaix_E
214751;50139;1019;202643;Malabar;janv-05;Bron_H
214752;50098;951;202249;Malabar;janv-05;Cassis_H
214753;49815;1037;202729;Malabar;janv-05;Roubaix_H
214754;50087;1096;202721;Malabar;janv-05;La_pause_bonbon
214755;49983;1029;202280;Langue de chat;juin-05;Neuilly_Sup
214756;49841;942;201872;Langue de chat;juin-07;Neuilly_Sup
214757;49986;1042;201567;Malabar;janv-05;Roubaix_E
214758;50059;1078;202350;Malabar;janv-05;Neuilly_Sup
214759;50272;950;202096;Arlequin;nov-13;Cassis_E
214760;50001;1022;201496;Arlequin;nov-14;Cassis_E
214761;49831;934;201498;Malabar;févr-05;Bron_H
214762;49779;991;202317;Langue de chat;janv-04;Neuilly_Sup
214763;50087;939;202786;Malabar;févr-05;Roubaix_H
214764;49854;979;201942;Malabar;févr-05;Roubaix_E
214765;50006;1044;202134;Malabar;févr-05;Neuilly_Sup
214766;50131;1009;201715;Malabar;mars-05;Bastille_E
214767;49950;1068;202135;Dragibus;févr-09;Bastille_E
214768;50058;1116;201701;Langue de chat;juin-11;Neuilly_Sup
214769;49978;1003;203044;Malabar;mars-05;Bron_H
214770;49970;1026;203057;Langue de chat;nov-04;Bastille_E
214771;50032;984;201957;Dragibus;févr-09;Bron_H
214772;49945;968;202645;Malabar;mars-05;Cassis_H
214773;50034;977;202729;Dragibus;mai-00;Bastille_E
214774;50034;1038;201647;Langue de chat;janv-05;Neuilly_Sup
214775;49831;959;202138;Malabar;mars-05;Roubaix_H
214776;50006;957;203231;Malabar;mars-05;La_pause_bonbon
214777;49972;1024;202396;Langue de chat;juin-12;Neuilly_Sup
214778;49746;993;202883;Langue de chat;juin-03;Roubaix_E
214779;49973;983;202910;Langue de chat;juin-04;Roubaix_E
214780;50032;987;202113;Malabar;mars-05;Bron_E
214781;50035;953;202195;Malabar;mars-05;Roubaix_E
214782;49940;951;201972;Langue de chat;janv-07;Neuilly_Sup
214783;49863;1007;202622;Langue de chat;janv-11;Neuilly_Sup
214784;50010;956;202855;Malabar;mars-05;Neuilly_Sup
214785;49808;1027;200850;Langue de chat;juin-05;Roubaix_E
214786;49797;1001;202187;Langue de chat;juin-06;Roubaix_E
214787;49974;1013;203059;Langue de chat;juin-07;Roubaix_E
214788;49821;1078;202972;Malabar;avr-05;Bron_H
214789;49913;1020;202276;Langue de chat;janv-12;Neuilly_Sup
214790;50008;1057;201883;Langue de chat;janv-13;Neuilly_Sup
214791;50094;1083;202506;Langue de chat;janv-04;Roubaix_E
214792;49953;1065;203036;Malabar;avr-05;Cassis_H
214793;50073;1024;202166;Malabar;avr-05;Roubaix_H
214794;49841;938;202496;Dragibus;mai-00;Bron_H
214795;49954;948;202754;Dragibus;mai-01;Bron_H
214796;50064;1034;203093;Malabar;avr-05;La_pause_bonbon
214797;50114;1031;201790;Langue de chat;janv-05;Roubaix_E
214798;49996;1042;201965;Langue de chat;janv-06;Roubaix_E
214799;49974;1002;201455;Langue de chat;janv-07;Roubaix_E
214800;50002;919;201159;Guimauve;févr-09;Royal_bonbon
214801;49970;1059;201956;Dragibus;févr-09;Royal_bonbon
214802;49972;1089;202196;Arlequin;févr-09;Royal_bonbon
214803;50069;954;201112;Arlequin;févr-09;La_pause_bonbon
214804;50011;962;202316;Guimauve;févr-09;Bonbons_bordeaux
214805;49946;982;202489;Dragibus;févr-09;Bonbons_bordeaux
214806;50022;1004;200896;Arlequin;févr-09;Bonbons_bordeaux
214807;50159;1016;201236;Dragibus;mai-00;Cassis_H
214808;50027;1070;202338;Dragibus;mai-01;Cassis_H
214809;49953;1050;201327;Dragibus;mai-00;Roubaix_H
214810;50048;977;201638;Dragibus;mai-01;Roubaix_H
214811;49939;1026;202676;Dragibus;mai-00;La_pause_bonbon
214812;49902;1000;203092;Dragibus;mai-01;La_pause_bonbon
214813;50025;939;201515;Langue de chat;janv-02;Roubaix_H
214814;49819;1050;201695;Guimauve;juin-13;Bubble_bonbon
214815;50072;948;203172;Dragibus;juin-13;Bubble_bonbon
214816;49968;955;201576;Arlequin;juin-13;Bubble_bonbon
214817;49898;977;203067;Carambar;nov-05;Roubaix_E
214818;50114;1056;202141;Fraise tagada;nov-05;Roubaix_E
214819;49901;1026;202072;Arlequin;mai-00;Bron_H
214820;50019;970;202524;Guimauve;janv-14;Bubble_bonbon
214821;50039;993;202716;Krema;juin-13;Bubble_bonbon
214822;49897;920;202771;Langue de chat;juin-02;Roubaix_H
214823;50137;1058;201220;Guimauve;juin-14;Bubble_bonbon
214824;49961;1038;202509;Malabar;avr-05;Roubaix_E
214825;50064;1033;201900;Dragibus;nov-05;Roubaix_E
214826;50047;1015;202791;Dragibus;janv-14;Bubble_bonbon
214827;49849;986;201807;Arlequin;janv-14;Bubble_bonbon
214828;49926;1045;202300;Langue de chat;janv-03;Roubaix_H
214829;50015;1039;201619;Malabar;avr-05;Neuilly_Sup
214830;49973;980;201636;Dragibus;juin-14;Bubble_bonbon
214831;50093;979;201525;Arlequin;juin-14;Bubble_bonbon
214832;49983;931;201857;Langue de chat;juin-03;Roubaix_H
214833;50075;957;201341;Malabar;mai-05;Bron_H
214834;50097;1049;201966;Arlequin;mai-01;Bron_H
214835;50079;961;202999;Langue de chat;janv-07;Roubaix_H
214836;50052;1000;202424;Langue de chat;janv-11;Roubaix_H
214837;50065;1077;202471;Langue de chat;janv-12;Roubaix_H
214838;50099;955;202524;Malabar;mai-05;Cassis_H
214839;50139;990;201857;Malabar;mai-05;Roubaix_H
214840;50076;1011;201920;Langue de chat;juin-04;Roubaix_H
214841;50033;975;201220;Langue de chat;juin-06;Roubaix_H
214842;49962;979;202161;Langue de chat;juin-07;Roubaix_H
214843;50131;955;203062;Malabar;mai-05;La_pause_bonbon
214844;49919;1013;203044;Arlequin;nov-02;Roubaix_H
214845;49885;980;202121;Langue de chat;janv-13;Roubaix_H
214846;49950;963;200929;Langue de chat;janv-14;Roubaix_H
214847;49923;1013;202106;Guimauve;mars-09;La_pause_bonbon
214848;49754;1027;202157;Malabar;mai-05;Roubaix_E
214849;50147;1048;202370;Langue de chat;juin-11;Roubaix_H
214850;50245;971;202103;Langue de chat;juin-12;Roubaix_H
214851;50059;1005;202781;Malabar;juin-05;Bron_H
214852;50061;1033;201981;Arlequin;nov-03;Roubaix_H
214853;49799;1028;202568;Arlequin;nov-04;Roubaix_H
214854;49867;1021;201867;Carambar;mars-09;Bron_E
214855;49957;997;200534;Langue de chat;janv-11;Royal_bonbon
214856;49900;1076;201586;Guimauve;janv-14;Bonbons_bordeaux
214857;49938;972;202233;Arlequin;mai-00;Roubaix_H
214858;49953;992;201828;Langue de chat;juin-13;Roubaix_H
214859;49878;949;201208;Langue de chat;juin-14;Roubaix_H
214860;49955;987;203126;Malabar;juin-05;Roubaix_H
214861;49856;1022;202294;Arlequin;mai-01;Roubaix_H
214862;49820;1018;202247;Arlequin;mai-00;La_pause_bonbon
214863;50124;1063;201730;Arlequin;nov-05;Roubaix_H
214864;50117;922;201442;Dragibus;janv-14;Bonbons_bordeaux
214865;49930;961;202957;Arlequin;janv-14;Bonbons_bordeaux
214866;49941;1060;202191;Arlequin;mai-01;La_pause_bonbon
214867;49947;1016;202760;Carambar;mai-01;Bron_E
214868;50083;1023;202458;Malabar;juin-05;Bron_E
214869;49961;958;202316;Dragibus;mars-09;Bron_E
214870;49946;1001;202480;Langue de chat;juin-11;Royal_bonbon
214871;50049;1026;202415;Dragibus;mai-01;Bron_E
214872;50030;1035;202292;Carambar;mai-00;Bron_E
214873;50012;953;202434;Malabar;juin-05;Roubaix_E
214874;49881;986;203381;Carambar;févr-02;Bastille_E
214875;50155;1012;202652;Carambar;févr-03;Bastille_E
214876;50017;1034;200759;Guimauve;juin-13;Bonbons_bordeaux
214877;49952;926;201741;Dragibus;juin-13;Bonbons_bordeaux
214878;50156;924;201628;Arlequin;juin-13;Bonbons_bordeaux
214879;50059;983;201845;Malabar;juil-05;Bron_H
214880;50007;984;202656;Malabar;juil-05;Roubaix_E
214881;50027;1003;201927;Krema;juin-13;Bonbons_bordeaux
214882;49989;997;202651;Guimauve;juin-14;Bonbons_bordeaux
214883;49994;1009;201789;Dragibus;juin-14;Bonbons_bordeaux
214884;49964;1081;200963;Malabar;août-05;Cassis_H
214885;49966;960;201806;Malabar;août-05;Roubaix_H
214886;50036;915;202386;Malabar;août-05;La_pause_bonbon
214887;49833;1018;202216;Arlequin;juin-14;Bonbons_bordeaux
214888;49990;1074;201536;Malabar;août-05;Roubaix_E
214889;49909;1092;202525;Malabar;sept-05;Bron_H
214890;50070;991;201937;Carambar;juil-02;Bastille_E
214891;50080;1034;202704;Carambar;juil-03;Bastille_E
214892;49990;1047;200835;Carambar;juil-04;Bastille_E
214893;49873;957;202368;Malabar;sept-05;Cassis_H
214894;49981;998;202090;Carambar;févr-13;Bastille_E
214895;50125;1037;201588;Carambar;févr-14;Bastille_E
214896;50019;983;202828;Carambar;mai-01;Roubaix_E
214897;49975;960;201292;Malabar;sept-05;Roubaix_H
214898;49967;1031;202447;Malabar;sept-05;La_pause_bonbon
214899;49933;999;203346;Carambar;juil-05;Bastille_E
214900;50054;1025;202590;Carambar;juil-06;Bastille_E
214901;49972;1064;201531;Carambar;juil-07;Bastille_E
214902;50064;943;202309;Malabar;sept-05;Roubaix_E
214903;50040;1049;202515;Carambar;févr-02;Bron_H
214904;49969;975;201046;Carambar;févr-03;Bron_H
214905;49701;956;201951;Malabar;oct-05;Bron_H
214906;49976;996;202096;Malabar;oct-05;Cassis_H
214907;49983;984;201632;Carambar;févr-04;Bron_H
214908;50160;1065;200813;Dragibus;mars-09;Cassis_H
214909;50001;970;201641;Dragibus;mars-09;Roubaix_H
214910;49996;1060;201092;Arlequin;mars-09;Bron_H
214911;50009;1040;201750;Dragibus;mai-01;Roubaix_E
214912;49935;980;202211;Carambar;mai-00;Roubaix_E
214913;50026;936;202386;Arlequin;mars-09;Roubaix_H
214914;50142;959;202143;Malabar;oct-05;Roubaix_H
214915;50019;1034;203589;Carambar;juil-02;Bron_H
214916;49870;936;202001;Carambar;juil-03;Bron_H
214917;50060;901;202237;Carambar;juil-04;Bron_H
214918;50009;953;202362;Guimauve;mars-09;Royal_bonbon
214919;49914;994;202168;Dragibus;mars-09;Royal_bonbon
214920;50100;1024;202205;Carambar;juil-05;Bron_H
214921;49887;970;202816;Carambar;juil-06;Bron_H
214922;49883;1035;201808;Carambar;juil-07;Bron_H
214923;49920;1026;202917;Malabar;oct-05;La_pause_bonbon
214924;50155;932;201723;Arlequin;mars-09;Royal_bonbon
214925;50183;990;202275;Arlequin;mars-09;La_pause_bonbon
214926;49844;1107;202960;Guimauve;mars-09;Bonbons_bordeaux
214927;49966;957;203596;Malabar;oct-05;Roubaix_E
214928;50057;1049;202602;Malabar;nov-05;Bastille_E
214929;50005;956;202336;Malabar;nov-05;Bron_H
214930;50178;1036;201677;Carambar;juil-11;Bron_H
214931;49976;976;201418;Carambar;juil-12;Bron_H
214932;50178;958;201316;Carambar;juil-13;Bron_H
214933;50098;878;202163;Malabar;nov-05;Roubaix_H
214934;50021;915;202399;Dragibus;mars-09;Bonbons_bordeaux
214935;50079;964;202807;Arlequin;mars-09;Bonbons_bordeaux
214936;50080;993;202899;Malabar;nov-05;Bron_E
214937;49982;1065;203048;Malabar;nov-05;Roubaix_E
214938;49958;962;203599;Carambar;juil-14;Bron_H
214939;50075;1016;202347;Dragibus;mai-00;Roubaix_E
214940;50252;1117;201678;Arlequin;nov-06;Roubaix_H
214941;50153;942;202327;Langue de chat;mars-09;Bron_E
214942;50210;990;201643;Langue de chat;mai-01;Roubaix_H
214943;49893;960;201657;Arlequin;nov-07;Roubaix_H
214944;49948;945;202227;Carambar;juin-00;Bron_H
214945;50005;996;202614;Carambar;juin-01;Bron_H
214946;49932;1018;201876;Dragibus;avr-02;Bastille_E
214947;49869;1017;200780;Dragibus;mai-02;Bastille_E
214948;49897;1050;202438;Dragibus;sept-02;Bastille_E
214949;49990;980;202522;Arlequin;nov-11;Roubaix_H
214950;49993;986;202036;Arlequin;nov-12;Roubaix_H
214951;50107;975;202470;Arlequin;nov-13;Roubaix_H
214952;50086;1115;202534;Arlequin;nov-14;Roubaix_H
214953;49994;963;202998;Carambar;juin-00;Cassis_H
214954;49962;942;203190;Dragibus;sept-04;Bastille_E
214955;50007;1032;202592;Dragibus;oct-04;Bastille_E
214956;49977;971;202435;Langue de chat;nov-07;Bastille_E
214957;49970;1001;202865;Dragibus;avr-05;Bastille_E
214958;49965;1001;202076;Carambar;juil-02;Cassis_H
214959;49968;1106;202994;Carambar;juil-03;Cassis_H
214960;49904;953;202242;Carambar;juil-04;Cassis_H
214961;49984;1026;202182;Carambar;juil-05;Cassis_H
214962;49815;1009;202139;Carambar;juil-06;Cassis_H
214963;50098;945;202658;Carambar;juil-07;Cassis_H
214964;50207;1005;202126;Carambar;févr-04;Roubaix_H
214965;50069;1090;201140;Carambar;févr-05;Roubaix_H
214966;49944;972;201285;Carambar;févr-06;Roubaix_H
214967;50158;977;201791;Carambar;juil-11;Cassis_H
214968;49920;1054;201673;Carambar;juil-12;Cassis_H
214969;49975;991;202888;Carambar;juil-13;Cassis_H
214970;50184;1042;203557;Carambar;févr-07;Roubaix_H
214971;49883;1004;203143;Carambar;juil-14;Cassis_H
214972;49927;986;202401;Carambar;juin-01;Cassis_H
214973;50024;931;202376;Carambar;févr-11;Roubaix_H
214974;50082;1049;202645;Carambar;févr-12;Roubaix_H
214975;50071;1064;201592;Carambar;juil-02;Roubaix_H
214976;50101;1049;201795;Carambar;juil-03;Roubaix_H
214977;49978;993;201797;Carambar;juil-04;Roubaix_H
214978;49893;1087;203153;Carambar;févr-13;Roubaix_H
214979;49956;985;202559;Carambar;févr-14;Roubaix_H
214980;49883;940;202822;Carambar;juil-05;Roubaix_H
214981;49953;1099;201979;Carambar;juil-06;Roubaix_H
214982;50023;996;203132;Carambar;juil-07;Roubaix_H
214983;49944;1000;201957;Dragibus;sept-11;Bastille_E
214984;49948;1017;201798;Dragibus;oct-11;Bastille_E
214985;50081;1009;202447;Malabar;janv-06;Bron_H
214986;50145;1048;201944;Dragibus;févr-12;Bron_E
214987;49935;1081;201717;Carambar;févr-11;Bron_E
214988;49895;1053;202260;Dragibus;avr-12;Bastille_E
214989;50047;1018;203830;Dragibus;mai-12;Bastille_E
214990;49913;983;203168;Guimauve;avr-09;Royal_bonbon
214991;49935;1052;202311;Dragibus;avr-09;Royal_bonbon
214992;49984;1001;202272;Arlequin;avr-09;Royal_bonbon
214993;49815;1071;202242;Dragibus;sept-12;Bastille_E
214994;49905;992;201944;Arlequin;avr-09;La_pause_bonbon
214995;49872;983;201858;Malabar;janv-06;Cassis_H
214996;50110;1028;201617;Guimauve;avr-09;Bonbons_bordeaux
214997;49964;992;201964;Carambar;juil-11;Roubaix_H
214998;50226;971;202302;Carambar;juil-12;Roubaix_H
214999;50003;984;202054;Carambar;juil-13;Roubaix_H
